Division,Club,Possession,Player,Best Pos,Sec. Position,Age,Height,Left Foot,Right Foot,Rating,PoM,Minutes,Goals,Mins/Gl,Goals per 90 minutes,xG,NP-xG,xG-OP,xG/90,Conv %,xG/shot,Shot/90,ShT/90,Shots From Outside The Box Per 90 minutes,Shot %,Goals From Outside The Box,Pens,Pen/R,Assists,Asts/90,xA,xA/90,Pas %,Ps A/90,Ch C/90,OP-KP/90,Pr passes/90,Crs A/90,Cr C/90,Cr C/A,OP-Crs A/90,OP-Crs C/90,OP-Cr %,Drb/90,Fouls Against,Off,Poss Lost/90,Poss Won/90,Tck/90,Int/90,Pres A/90,Tck R,Tck A,K Tck,Blk/90,Clr/90,Shts Blckd/90,Fouls Made,Yel,Red cards,Dist/90,Sprints/90,Recurring Injury,Injury Susceptibility,Aer A/90,Hdr %,K Hdrs/90,Clean Sheets,xGP,MLG,Sv %,Svh,Svp,Svt,Goals Conceded,Pens Faced,Pens Saved Ratio,Tgls/90,Tcon/90
Serie A,Celesti,0.5,Danilo Cataldi,DM,,32,"5'11""",Fairly Strong,Very Strong,6.56,0,1215,1,1215,0.1,0.22,0.22,0.78,0,25%,0.055,0.3,0.1,0.3,50%,0,0,0,0,0,1.01,0.1,88%,22.1,0.4,0.5,2.4,0.5,0,0,0.1,0,0,0.1,4,0,13.1,10.1,0.4,1.6,2.7,56,9,1,0.7,0.4,0.4,6,2,0,4.7,4.9,No recurring injuries,Very Low,0.5,57,0,0,0,0,0,0,0,0,0,0,0,1.2,1.3
Serie A,AS Roma,0.5,Gianluca Mancini,D (C),,30,"6'3""",Reasonable,Very Strong,6.78,1,1412,1,1412,0.1,0.34,0.34,0.66,0,11%,0.03777777778,0.6,0.2,0.3,33%,0,0,0,0,0,0.26,0,92%,51.6,0.1,0.2,2.7,0.1,0,0,0.1,0,0,0,2,0,3,15.1,0.1,3.2,2.4,40,5,1,0.8,1,0.4,16,8,2,10.4,5,No recurring injuries,Low,5,73,1,0,0,0,0,0,0,0,0,0,0,1.3,1.2
Serie A,Spezia,0.5,Filippo Bandinelli,M (C),,31,"5'11""",Very Strong,Reasonable,6.38,0,1363,1,1363,0.1,0.48,0.48,0.52,0,13%,0.06,0.5,0.1,0.3,13%,0,0,0,0,0,1.98,0.1,0%,0,0.3,0,0,0.5,0.2,37,0,0,0,0,11,0,18.8,10.4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.9
Serie A,Celesti,0.5,Alessio Romagnoli,D (C),,31,"6'2""",Very Strong,Reasonable,6.86,0,1567,1,1567,0.1,0.56,0.56,0.44,0,20%,0.112,0.3,0.1,0.1,40%,0,0,0,0,0,0.92,0.1,92%,53.8,0.1,0.2,2.6,0,0,0,0,0,0,0.1,2,1,2.8,13.8,0.6,2.8,2.5,63,16,2,0.5,1,0.6,11,3,1,10.2,3.2,No recurring injuries,Very Low,6.2,74,1.1,0,0,0,0,0,0,0,0,0,0,1.1,1.5
Ligue 1 McDonald's,RC Lens,0.48,Samson Baidoo,D (C),DM,22,"6'3""",Fairly Strong,Very Strong,6.99,0,1920,1,1920,0,1.45,1.45,-0.45,0.1,7%,0.09666666667,0.7,0.2,0.2,33%,0,0,0,2,0.1,0.95,0,91%,45.2,0,0.3,2.5,0,0,0,0,0,0,0,3,0,3.2,15.5,0.7,3.2,2.3,74,19,2,0.6,1,0.7,5,2,0,9.8,3.6,No recurring injuries,High,6.6,77,2,0,0,0,0,0,0,0,0,0,0,1.1,0.8
Second Division,R. Santander,0.51,Suleiman Camara,AM (L),M (RL),24,"5'10""",Reasonable,Very Strong,7.06,1,1172,1,1172,0.1,2.25,2.25,-1.25,0.2,5%,0.1071428571,1.6,0.6,0.3,38%,0,0,0,2,0.2,2.02,0.2,88%,42.5,0.5,1.3,2.9,1.5,0.3,20,1.5,0.3,20,4.9,11,6,17,4,1.5,1.4,9.7,80,25,2,0.3,0.6,0.1,16,0,0,12,13.9,No recurring injuries,Below Average,3.5,40,0.1,0,0,0,0,0,0,0,0,0,0,1.2,1
Jupiler Pro League,KV Kortrijk,0.57,Victor Daguin,DM,,26,"6'1""",Weak,Very Strong,6.79,2,1441,1,1441,0.1,0.08,0.08,0.92,0,25%,0.02,0.2,0.2,0.2,75%,0,0,0,2,0.1,2.6,0.2,95%,50.9,0,0.9,5.9,1.8,0.2,13,0,0,0,0.1,4,0,4.2,16.1,0.7,2.4,5.9,80,15,1,0.8,1.1,0.1,5,0,0,11.4,11.1,No recurring injuries,Below Average,2.2,58,0.2,0,0,0,0,0,0,0,0,0,0,1.4,1
Jupiler Pro League,Cercle Brugge,0.50,Hannes Van Der Bruggen,M (C),,33,"5'11""",Very Strong,Weak,6.83,1,1215,1,1215,0.1,0.82,0.82,0.18,0.1,17%,0.1366666667,0.4,0.2,0.2,50%,0,0,0,1,0.1,2.49,0.2,92%,48.1,0.7,0.7,4.7,0.4,0,0,0.1,0,0,0.2,8,0,6.8,14.1,1.6,2.4,6.6,76,29,1,0.5,0.3,0.1,13,0,0,11.5,11.5,No recurring injuries,Below Average,2.4,42,0.1,0,0,0,0,0,0,0,0,0,0,1,1
Ligue 1 McDonald's,Rennes,0.47,Lilian Brassier,D (C),D (L),27,"6'0""",Very Strong,Weak,6.95,1,1350,1,1350,0.1,0.63,0.63,0.37,0,11%,0.07,0.6,0.3,0.3,44%,0,0,0,1,0.1,1.53,0.1,92%,45.7,0.1,0.2,2,0.1,0,0,0.1,0,0,0.1,4,1,2.7,13.8,0.9,2,4.1,87,15,5,0.7,1.5,1,5,1,0,10.1,2.5,No recurring injuries,Below Average,4.7,80,0.6,0,0,0,0,0,0,0,0,0,0,0.9,1.1
Serie A,Torino,0.5,Emirhan İlkhan,M (C),AM (C),22,"5'9""",Reasonable,Very Strong,6.41,0,1508,1,1508,0.1,0.46,0.46,0.54,0,13%,0.0575,0.5,0.2,0.1,50%,0,0,0,2,0.1,0.94,0.1,93%,8.3,0.2,0.2,0.8,0,0,0,0,0,0,0,13,0,18,9.8,0.1,0.4,1.3,100,2,0,0.2,0.1,0,4,0,0,1.5,1.4,No recurring injuries,Very Low,0.3,20,0,0,0,0,0,0,0,0,0,0,0,1,1.1
Premier League,Liverpool,0.59,Ibrahima Konaté,D (C),,27,"6'4""",Reasonable,Very Strong,7.02,0,1880,1,1880,0,0.73,0.73,0.27,0,9%,0.06636363636,0.5,0.2,0.2,36%,0,0,0,1,0,0.44,0,95%,60.5,0,0.2,3.9,0,0,0,0,0,0,0.2,7,0,3.6,10.4,0.6,3.5,2.5,68,19,2,0.9,0.8,0.9,16,2,0,10.8,5.2,No recurring injuries,Above Average,5.6,73,1.1,0,0,1,0,0,0,0,0,0,0,2.1,1.4
Serie BKT,Palermo,0.5,Tommaso Augello,D (L),M (L),32,"5'11""",Very Strong,Reasonable,7.43,1,1260,1,1260,0.1,0.4,0.4,0.6,0,14%,0.05714285714,0.5,0,0.1,0%,0,0,0,2,0.1,1.38,0.1,76%,27.6,0.1,0.4,1.1,2.1,0.3,13,2.1,0.3,13,0.4,12,2,3.8,2.8,2.2,0.6,3,94,33,0,0,0.1,0.1,13,0,0,3.5,7.4,No recurring injuries,Very Low,0.9,38,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3
Jupiler Pro League,STVV,0.39,Ryotaro Ito,M (C),AM (LC),28,"5'9""",Reasonable,Very Strong,6.46,0,1145,1,1145,0.1,1.73,1.73,-0.73,0.1,6%,0.1017647059,1.3,0.2,0.7,18%,4,0,0,1,0.1,1.57,0.1,0%,0,0.5,0.1,0,3.5,0.2,6,0,0,0,0,14,0,13.8,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No recurring injuries,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1
Premier League,Spurs,0.55,Pape Matar Sarr,M (C),AM (C),24,"6'0""",Reasonable,Very Strong,6.85,0,1182,1,1182,0.1,0.96,0.96,0.04,0.1,4%,0.03555555556,2.1,0.9,1.8,44%,0,0,0,0,0,0.62,0,90%,66.7,0.1,1.4,8.2,0.2,0.1,50,0.2,0.1,50,0.3,0,0,6.9,8.8,1.6,2.8,7.8,66,32,0,0.3,0.7,0.2,5,1,0,12.6,15.5,No recurring injuries,Above Average,2.7,63,0.3,0,0,1,0,0,0,0,0,0,0,1.4,0.7
Ligue 2 BKT,Amiens SC,0.52,Aboubacar Lô,D (C),DM,26,"6'2""",Weak,Very Strong,6.84,0,1350,1,1350,0.1,0.7,0.7,0.3,0,25%,0.175,0.3,0.1,0,25%,0,0,0,0,0,0.71,0,93%,41,0.1,0,1.5,0,0,0,0,0,0,0.1,2,1,2.5,16.9,0.2,3.6,2.9,60,5,2,0.5,0.5,0.9,13,5,0,9.9,3.5,No recurring injuries,Average,3.8,61,0.5,0,0,0,0,0,0,0,0,0,0,1,0.9
Serie A,Blu-neri,0.5,Federico Dimarco,D (L),,29,"5'9""",Very Strong,Weak,6.95,0,1254,1,1254,0.1,0.27,0.27,0.73,0,20%,0.054,0.4,0.1,0.3,40%,1,0,0,3,0.2,4.69,0.3,86%,56.6,0.9,2,6,9.3,1.6,17,7.8,1.2,16,2.4,16,1,13.9,12.3,2,3.7,10.5,85,33,0,0.4,1.1,0.6,19,2,0,12.4,25.3,No recurring injuries,Below Average,2.7,54,0.3,0,0,0,0,0,0,0,0,0,0,1.4,0.8
Serie A,Blu-neri,0.5,Nicolò Barella,M (C),,29,"5'8""",Fairly Strong,Very Strong,6.78,0,1145,1,1145,0.1,1.66,1.66,-0.66,0.1,5%,0.07904761905,1.7,0.6,1,33%,0,0,0,5,0.4,2.08,0.2,89%,20.2,0.3,0.8,2.8,0.7,0.1,11,0.6,0.1,13,0.3,4,0,9.3,12.6,0.4,1.6,4.1,71,7,0,0.1,0.4,0.1,10,3,0,4.9,9.2,No recurring injuries,Average,0.3,50,0,0,0,0,0,0,0,0,0,0,0,1.9,0.8
Serie BKT,SSC Bari,0.5,Andrea Meroni,D (C),,29,"6'2""",Weak,Very Strong,6.82,0,1170,1,1170,0.1,0.43,0.43,0.57,0,25%,0.1075,0.3,0.1,0,25%,0,0,0,1,0.1,0,0,65%,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1.8,0,0,96,25,0,0,0,0,17,0,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serie A,Fiorentina,0.5,Rolando Mandragora,DM,,29,"6'0""",Very Strong,Reasonable,6.47,0,1529,1,1529,0.1,2.03,2.03,-1.03,0.1,7%,0.145,0.8,0.2,0.4,21%,1,0,0,2,0.1,3.71,0.2,0%,0,0.2,0.1,0,2.1,0.4,19,0,0,0,0,12,0,17.3,12.9,0,0,0,0,0,0,0,0,0,5,5,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.7
First Division,A. Madrid,0.59,Robin Le Normand,D (C),,30,"6'2""",Reasonable,Very Strong,7.03,1,1706,1,1706,0.1,0.44,0.44,0.56,0,25%,0.11,0.2,0.1,0,50%,0,0,0,0,0,0.62,0,95%,52.5,0.1,0.1,2.2,0,0,0,0,0,0,0.1,2,0,2.7,14.4,1,2.7,2.7,83,23,5,0.7,1.1,0.7,9,1,0,9.9,3.9,No recurring injuries,Above Average,5.3,75,0.9,0,0,1,0,0,0,0,0,0,0,1.6,0.9
Ligue 1 McDonald's,OL,0.56,Moussa Niakhaté,D (C),,30,"6'3""",Very Strong,Reasonable,7.08,1,1260,1,1260,0.1,0.53,0.53,0.47,0,17%,0.08833333333,0.4,0.1,0.1,33%,0,0,0,0,0,0.81,0.1,93%,54.1,0.3,0.3,1.8,0.1,0.1,100,0.1,0.1,100,0,0,0,2.9,18.2,0.6,3.1,2.6,82,11,4,0.9,1.1,1.1,8,5,0,9.8,4.8,No recurring injuries,Low,4.6,78,0.7,0,0,0,0,0,0,0,0,0,0,1.1,1
Bundesliga,1. FSV Mainz 05,0.41,Alexander Prass,WB (L),"D (L), M (LC), AM (L)",25,"5'11""",Very Strong,Reasonable,6.89,0,1258,1,1258,0.1,0.14,0.14,0.86,0,25%,0.035,0.3,0.1,0.3,50%,0,0,0,0,0,0.93,0.1,88%,51.6,0.1,1.6,5.2,7.3,1.2,16,7.3,1.2,17,3,11,5,18.9,9.2,3.4,2.5,11.8,87,54,1,0.2,0.6,0.1,28,4,0,12.7,27.2,No recurring injuries,Below Average,1.9,63,0.1,0,0,0,0,0,0,0,0,0,0,1.1,1.3
Jupiler Pro League,Antwerp,0.53,Anthony Valencia,AM (R),ST (C),23,"5'9""",Very Strong,Weak,6.86,1,1111,0,0,0,4.07,4.07,-4.07,0.3,0%,0.1507407407,2.2,0.5,0.7,22%,0,0,0,2,0.2,0.73,0.1,89%,44,0.2,2.7,4,4.8,0.9,18,4.3,0.9,21,5.3,13,3,23.3,2.6,0.8,1.9,7.3,59,17,0,0.1,0.6,0,8,0,0,11.4,11.2,No recurring injuries,Below Average,3,5,0,0,0,0,0,0,0,0,0,0,0,0.7,1.8
Ligue 2 BKT,Nancy,0.54,Enzo Basilio,GK,,32,"6'2""",Very Strong,Weak,6.75,0,1170,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,70%,22.9,0,0,0,0,0,0,0,0,0,0,10,0,10.2,3.8,0,0,0,0,1,0,0,3.3,0,1,1,0,5,0,No recurring injuries,Below Average,0,0,0,6,9.5,0,78,9,16,8,9,1,0,0.5,0.7
Bundesliga 2,1. FC Kaiserslautern,0.53,Simon Asta,D (R),,25,"5'10""",Reasonable,Very Strong,6.84,0,1387,0,0,0,0.31,0.31,-0.31,0,0%,0.1033333333,0.2,0.1,0.1,67%,0,0,0,1,0.1,0.62,0,88%,42.7,0.1,1.6,5.6,6.9,1.1,16,6.9,1.1,16,3.3,15,4,18.9,9,1.9,3.2,10.2,74,39,1,0.5,1.2,0,20,4,0,12.9,27,No recurring injuries,Above Average,3,38,0.3,0,0,0,0,0,0,0,0,0,0,1.2,0.8
Bundesliga 2,Rot-Weiss Essen,0.55,Cassiano Kiala,D (C),,17,"6'1""",Weak,Very Strong,6.76,0,1219,0,0,0,0.54,0.54,-0.54,0,0%,0.135,0.3,0,0.1,0%,0,0,0,0,0,0.46,0,88%,43.3,0.1,0.1,2,0,0,0,0,0,0,0.1,4,0,3.1,16.3,0.4,2.9,1.7,100,6,1,0.5,0.8,0.7,6,0,0,10,4,No recurring injuries,Average,4.4,60,0.8,0,0,0,0,0,0,0,0,0,0,0.9,1.3
Sky Bet Championship,Burnley,0.53,Souza,D (L),WB (L),20,"5'11""",Very Strong,Weak,6.96,0,1114,0,0,0,0.57,0.57,-0.57,0,0%,0.114,0.4,0,0,0%,0,0,0,1,0.1,2.39,0.2,89%,55.4,0.1,1,6.9,3.1,0.6,21,3.1,0.6,21,0.9,4,1,14,11.7,1.9,3.1,7.8,79,29,1,0.2,0.6,0.2,16,1,0,10.7,14.1,No recurring injuries,Average,3.7,67,0.6,0,0,0,0,0,0,0,0,0,0,1.5,0.8
First Division,Granada,0.42,Pau Casadesús,WB (R),D (C),23,"6'0""",Weak,Very Strong,6.58,0,1052,0,0,0,0.48,0.48,-0.48,0,0%,0.096,0.4,0.1,0.1,20%,0,0,0,1,0.1,2,0.2,91%,53.8,0.3,0.6,6.7,2.3,0.1,3,2.3,0.1,4,1.4,7,0,13,11.8,1.9,3.4,6.2,88,25,0,0.5,0.7,1.2,12,0,0,11.2,15.3,No recurring injuries,High,5.4,54,0.7,0,0,0,0,0,0,0,0,0,0,1,2
Ligue 2 BKT,FC Nantes,0.59,Tylel Tati,D (C),,18,"6'4""",Very Strong,Weak,6.65,0,1372,0,0,0,1.38,1.38,-1.38,0.1,0%,0.1254545455,0.7,0.1,0.3,18%,0,0,0,0,0,0.95,0.1,94%,48.9,0.1,0.1,2.2,0,0,0,0,0,0,0,4,0,2.3,20.3,0.4,2.8,2.7,75,8,2,0.7,1,0.5,11,8,0,9.8,5.1,No recurring injuries,Low,5.8,74,1.2,0,0,0,0,0,0,0,0,0,0,1.6,0.7
Serie A,Udinese,0.5,Matteo Palma,D (C),D (R),18,"6'4""",Reasonable,Very Strong,6.83,0,1432,0,0,0,0.51,0.51,-0.51,0,0%,0.085,0.4,0,0,0%,0,0,0,0,0,0.4,0,95%,45.9,0,0.1,2.3,0,0,0,0,0,0,0.1,2,0,3.1,15.6,0.4,3.4,2.3,86,7,2,0.6,0.7,0.6,11,3,1,9.8,3.3,No recurring injuries,Very Low,4,78,0.9,0,0,0,0,0,0,0,0,0,0,1.4,1.2
Eredivisie,FC Emmen,0.34,Luca Unbehaun,GK,,25,"6'1""",Weak,Very Strong,6.69,2,1260,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,83%,25.4,0,0.1,0,0,0,0,0,0,0,0,1,0,8.4,2.1,0,0,0,0,1,0,0,2.5,0,0,0,0,5.5,0,No recurring injuries,Below Average,0,0,0,3,6.88,0,75,15,32,8,18,1,0,0.3,1.3
Second Division,F.C. Andorra,0.45,Iván Rodríguez,D (L),,20,"5'7""",Very Strong,Weak,6.71,0,1222,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0.92,0.1,88%,55.3,0.1,1,6.2,3,0.5,17,3,0.5,17,0.6,13,2,17.3,9.4,1.4,4,7.5,79,24,0,0.1,1,0.4,11,0,0,11.3,12.1,No recurring injuries,Average,2.9,68,0.5,0,0,0,0,0,0,0,0,0,0,1.1,1.2
Bundesliga 2,SC Paderborn 07,0.49,Felix Götze,D (C),"DM, M (C)",28,"6'1""",Reasonable,Very Strong,6.91,0,1120,0,0,0,0.75,0.75,-0.75,0.1,0%,0.15,0.4,0.1,0,20%,0,0,0,2,0.2,1.07,0.1,90%,44,0.2,0.5,2.5,0.2,0.1,50,0.2,0.1,50,0,2,0,3.5,16.2,1,2.1,4.1,93,14,2,1,1.8,0.9,4,1,0,10.7,6.3,No recurring injuries,Above Average,3.6,64,0.6,0,0,1,0,0,0,0,0,0,0,1.2,1.5
Premier League,Famalicão,0.5,Leonardo Realpe,D (C),,25,"6'1""",Very Weak,Very Weak,6.79,1,1290,0,0,0,0.3,0.3,-0.3,0,0%,0.15,0.1,0,0,0%,0,0,0,1,0.1,1.06,0.1,91%,46.8,0.1,0.1,1.3,0,0,0,0,0,0,0.1,3,0,2.5,14.9,0.5,2.7,2.3,88,8,1,0.6,1,0.5,5,0,0,9.9,5.4,No recurring injuries,Below Average,5.7,60,0.8,0,0,0,0,0,0,0,0,0,0,1.1,1.3
Bundesliga 2,Holstein Kiel,0.43,Lasse Rosenboom,D (R),D (C),24,"6'3""",Weak,Very Strong,6.98,1,1281,0,0,0,0.11,0.11,-0.11,0,0%,0.03666666667,0.2,0,0.1,0%,0,0,0,1,0.1,1.54,0.1,92%,53.7,0.1,0.9,7.6,2.3,0.3,12,2.3,0.3,12,1,10,1,15.2,10.5,1.3,2.4,6.9,76,25,2,0.8,0.8,0.4,25,1,0,11.4,16,No recurring injuries,Below Average,5,58,0.7,0,0,0,0,0,0,0,0,0,0,0.8,1.1
Second Division,Villarreal B,0.45,Fran Gil,D (C),DM,20,"6'1""",Very Strong,Very Weak,6.76,0,1276,0,0,0,0.26,0.26,-0.26,0,0%,0.13,0.1,0.1,0.1,100%,0,0,0,0,0,1.12,0.1,91%,46.8,0.1,0.4,3.7,0.4,0.1,40,0.4,0.1,40,0.2,7,0,6,15.1,0.8,3.3,4.9,79,14,4,0.8,1.1,0.6,14,4,0,10.2,7.1,No recurring injuries,High,3.9,56,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1.3
Serie A,Genoa,0.5,Alex Amorim,M (C),DM,21,"5'10""",Fairly Strong,Very Strong,7.1,1,1239,0,0,0,0.44,0.44,-0.44,0,0%,0.11,0.3,0,0.1,0%,1,0,0,5,0.4,3.44,0.2,91%,52,0.3,1.1,5.4,0.1,0.1,100,0.1,0.1,100,0.2,3,0,8.4,9.7,0.9,3.1,5.3,59,22,0,0.4,0.6,0,7,1,0,11.8,10.4,No recurring injuries,Very Low,2.1,41,0.1,0,0,0,0,0,0,0,0,0,0,0.9,1.1
Ligue 2 BKT,Amiens SC,0.52,Mario García,WB (L),M (L),23,"5'8""",Very Strong,Weak,6.73,2,1129,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0.4,0,91%,55.2,0,1.4,8.1,7.6,1,13,2.6,0.6,21,0.6,11,2,12.9,14.4,2.2,3.2,7.6,85,33,3,0.6,1.1,0.5,14,0,1,12,16.3,No recurring injuries,Below Average,2.3,59,0.2,0,0,0,0,0,0,0,0,0,0,1,0.9
Ligue 2 BKT,USL Dunkerque,0.50,Renato Marin,GK,,20,"6'3""",Very Strong,Weak,7.1,6,1350,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,79%,25.3,0,0,0,0,0,0,0,0,0,0,2,0,6.7,4.5,0,0,0,0,0,0,0,3.5,0,0,0,0,5.2,0,No recurring injuries,Below Average,0,0,0,8,8.76,0,82,15,27,5,10,0,0,1.2,0.7
Sky Bet Championship,Hull,0.39,Alessandro Romano,DM,M (C),20,"5'11""",Very Strong,Weak,7.01,1,1221,0,0,0,0.23,0.23,-0.23,0,0%,0.0575,0.3,0.1,0.1,25%,0,0,0,5,0.4,3.49,0.3,93%,54.8,0.2,1.1,7.3,0.6,0.1,25,0.1,0,0,0.2,7,1,10,8.3,1.5,3.1,4.9,72,29,0,0.3,1,0.1,6,2,0,10.9,10,No recurring injuries,Low,2.3,55,0.2,0,0,0,0,0,0,0,0,0,0,1.2,1.7
Second Division,Tenerife,0.44,Fabricio,DM,,28,"5'7""",Weak,Very Strong,6.84,0,1189,0,0,0,0.48,0.48,-0.48,0,0%,0.08,0.5,0,0.2,0%,0,0,0,2,0.2,0.65,0,88%,51.5,0.2,0.5,3.4,0.2,0.1,33,0.2,0.1,33,0.2,3,1,9.7,10.1,1.3,2.9,7.4,74,23,0,0.5,0.8,0.4,10,2,0,11.7,12.3,No recurring injuries,Below Average,2,41,0,0,0,0,0,0,0,0,0,0,0,0.8,1.3
Bundesliga 2,1. FC Heidenheim 1846,0.51,Jan Schöppner,DM,,27,"6'3""",Reasonable,Very Strong,6.94,0,1323,0,0,0,0.93,0.93,-0.93,0.1,0%,0.08454545455,0.7,0.1,0.1,18%,0,0,0,2,0.1,1.73,0.1,90%,49,0.1,0.5,3.6,0.1,0,0,0.1,0,0,0.3,12,0,6.3,12.5,1.7,2.1,6.5,74,34,0,0.6,0.7,0.2,12,1,0,11.4,11.5,No recurring injuries,Low,2.8,66,0.4,0,0,0,0,0,0,0,0,0,0,1.3,0.7
Second Division,Villarreal B,0.45,Pablo Pascual,M (C),DM,20,"5'11""",Reasonable,Very Strong,6.78,0,1025,0,0,0,1.24,1.24,-1.24,0.1,0%,0.31,0.4,0,0,0%,0,0,0,0,0,0.7,0.1,88%,60.5,0.1,1.6,6,0.2,0,0,0.2,0,0,0.2,6,0,8.6,9.5,1.1,1.9,5.1,100,12,1,0.7,1.1,0.2,12,2,0,11.4,9,No recurring injuries,Above Average,2.4,56,0.4,0,0,0,0,0,0,0,0,0,0,0.4,1.4
Second Division,Tarragona,0.51,Enric Pujol,D (C),,20,"6'1""",Fairly Strong,Very Strong,6.59,1,1617,0,0,0,0.45,0.45,-0.45,0,0%,0.09,0.3,0.1,0.1,40%,0,0,0,0,0,0.54,0,89%,41.4,0.1,0.1,2.1,0.1,0,0,0.1,0,0,0.1,7,0,3.3,14,0.4,3.2,2.7,53,15,3,0.4,0.8,0.2,5,2,0,9.8,3.5,No recurring injuries,Above Average,4.1,78,0.7,0,0,1,0,0,0,0,0,0,0,1.3,1.4
Ligue 2 BKT,Pau FC,0.48,Joseph Kalulu,D (L),WB (L),22,"5'11""",Very Strong,Weak,6.81,2,1115,0,0,0,0.03,0.03,-0.03,0,0%,0.03,0.1,0,0,0%,0,0,0,1,0.1,0.64,0.1,91%,56.1,0.3,0.9,7.3,3.5,0.6,16,3.5,0.6,16,0.7,7,1,16,12,2.2,3.1,6.9,71,38,0,0.6,1.1,0.3,14,4,0,11.4,14.3,No recurring injuries,Above Average,3.3,59,0.6,0,0,0,0,0,0,0,0,0,0,1,1.3
First Division,Burgos,0.35,Marco John,WB (L),DM,24,"6'0""",Very Strong,Reasonable,6.82,0,1086,0,0,0,0.2,0.2,-0.2,0,0%,0.1,0.2,0,0,0%,0,0,0,0,0,1.13,0.1,92%,54,0.2,1.4,6.9,3.6,1.1,30,2,0.7,38,1.1,6,0,14.6,9,1.4,2.8,7,63,27,2,1,1.5,0.8,6,0,0,12.1,16,No recurring injuries,High,4.2,55,0.2,0,0,0,0,0,0,0,0,0,0,1,1.9
Serie A,Udinese,0.5,Maduka Okoye,GK,,27,"6'6""",Weak,Very Strong,6.95,1,1117,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,72%,24.4,0,0,0,0,0,0,0,0,0,0,1,0,10.2,3.3,0,0,0,0,1,0,0,1.9,0,2,2,0,4.5,0,No recurring injuries,Very Low,0,0,0,4,2.94,0,74,9,25,4,13,1,0,1.7,1
Ligue 2 BKT,Grenoble,0.46,Rabby Nzingoula,M (C),,21,"6'0""",Reasonable,Very Strong,6.95,2,1117,0,0,0,0.51,0.51,-0.51,0,0%,0.06375,0.6,0.1,0.1,13%,0,0,0,2,0.2,1.22,0.1,89%,51.8,0.3,0.6,3.3,0.1,0.1,100,0.1,0.1,100,0.2,9,0,8.1,13.5,1.5,2.4,6.4,75,24,2,0.6,0.8,0.3,10,4,0,11.2,11.4,No recurring injuries,Below Average,2,24,0.2,0,0,0,0,0,0,0,0,0,0,1,0.9
Bundesliga 2,SV Elversberg,0.52,Marcel Benger,DM,,28,"6'2""",Reasonable,Very Strong,6.85,0,1301,0,0,0,0.24,0.24,-0.24,0,0%,0.08,0.2,0,0.1,0%,0,0,0,1,0.1,2.6,0.2,92%,47.7,0.2,1,5,0.3,0.1,25,0.3,0.1,25,0,10,0,7.8,13.6,1.2,2.5,5,81,21,0,0.3,0.7,0.4,13,3,0,10.7,10.5,No recurring injuries,Above Average,2.5,69,0.3,0,0,0,0,0,0,0,0,0,0,1.2,1.2
Bundesliga 2,SG Dynamo Dresden,0.46,Jonas Sterner,WB (R),M (RC),24,"5'11""",Reasonable,Very Strong,6.8,1,1187,0,0,0,0.99,0.99,-0.99,0.1,0%,0.1414285714,0.5,0.1,0.2,14%,0,0,0,2,0.2,1.65,0.1,87%,51.1,0,0.8,6.7,5,0.7,13,2,0.4,19,1.6,16,1,16,10,1.6,2.7,8,75,28,1,0.3,1,0.3,14,1,0,11.2,15.5,No recurring injuries,Average,4.4,40,0.2,0,0,0,0,0,0,0,0,0,0,0.7,1.4
Ligue 2 BKT,Nancy,0.54,Fodé Sylla,DM,,20,"6'0""",Weak,Very Strong,6.92,2,1201,0,0,0,0.03,0.03,-0.03,0,0%,0.015,0.1,0,0.1,0%,0,0,0,1,0.1,0.7,0.1,94%,52.9,0.1,0.5,3.9,0,0,0,0,0,0,0.1,4,0,6.3,14.2,1.3,2.3,5,81,21,0,0.3,1,0.1,9,2,0,11,10.3,No recurring injuries,Below Average,2.2,52,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0.7
